site_no,site_name,window,enso_label,parameter,time_utc,value,approval_status
08178880,"Medina Rv at Bandera, TX",DJF2024,2023-24 El Nino,gage_height_ft,2024-02-10T15:00:00+00:00,4.94,Approved
08178880,"Medina Rv at Bandera, TX",DJF2024,2023-24 El Nino,gage_height_ft,2024-02-10T17:15:00+00:00,4.94,Approved
08178880,"Medina Rv at Bandera, TX",DJF2024,2023-24 El Nino,gage_height_ft,2024-02-10T17:30:00+00:00,4.83,Approved
08178880,"Medina Rv at Bandera, TX",DJF2024,2023-24 El Nino,gage_height_ft,2024-02-10T16:15:00+00:00,4.81,Approved
08178880,"Medina Rv at Bandera, TX",DJF2024,2023-24 El Nino,gage_height_ft,2024-02-10T15:15:00+00:00,4.75,Approved
08178880,"Medina Rv at Bandera, TX",DJF2024,2023-24 El Nino,gage_height_ft,2024-02-10T17:45:00+00:00,4.72,Approved
08195000,"Frio Rv at Concan, TX",DJF1998,1997-98 El Nino,discharge_cfs,1998-01-31T16:00:00+00:00,6800.0,Approved
08195000,"Frio Rv at Concan, TX",DJF1998,1997-98 El Nino,discharge_cfs,1998-01-31T15:45:00+00:00,6640.0,Approved
08195000,"Frio Rv at Concan, TX",DJF1998,1997-98 El Nino,discharge_cfs,1998-01-31T16:15:00+00:00,6580.0,Approved
08195000,"Frio Rv at Concan, TX",DJF1998,1997-98 El Nino,discharge_cfs,1998-01-31T16:30:00+00:00,6260.0,Approved
08195000,"Frio Rv at Concan, TX",DJF1998,1997-98 El Nino,discharge_cfs,1998-01-31T15:30:00+00:00,6180.0,Approved
08195000,"Frio Rv at Concan, TX",DJF1998,1997-98 El Nino,discharge_cfs,1998-01-31T16:45:00+00:00,5860.0,Approved
08195000,"Frio Rv at Concan, TX",DJF1998,1997-98 El Nino,discharge_cfs,1998-01-31T17:00:00+00:00,5490.0,Approved
08195000,"Frio Rv at Concan, TX",DJF1998,1997-98 El Nino,discharge_cfs,1998-01-31T17:15:00+00:00,5050.0,Approved
08195000,"Frio Rv at Concan, TX",DJF1998,1997-98 El Nino,discharge_cfs,1998-01-31T15:15:00+00:00,5010.0,Approved
08195000,"Frio Rv at Concan, TX",DJF1998,1997-98 El Nino,discharge_cfs,1998-01-31T17:30:00+00:00,4530.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,discharge_cfs,2015-11-29T04:00:00+00:00,320.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,discharge_cfs,2015-11-29T02:45:00+00:00,314.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,discharge_cfs,2015-11-29T03:00:00+00:00,314.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,discharge_cfs,2015-11-29T03:15:00+00:00,314.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,discharge_cfs,2015-11-29T03:30:00+00:00,314.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,discharge_cfs,2015-11-29T03:45:00+00:00,314.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,discharge_cfs,2015-11-29T04:15:00+00:00,314.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,discharge_cfs,2015-11-29T04:30:00+00:00,314.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,discharge_cfs,2015-11-29T05:00:00+00:00,314.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,discharge_cfs,2015-11-29T02:00:00+00:00,308.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,gage_height_ft,2015-11-29T04:00:00+00:00,4.35,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,gage_height_ft,2015-11-29T02:00:00+00:00,4.34,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,gage_height_ft,2015-11-29T02:15:00+00:00,4.34,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,gage_height_ft,2015-11-29T02:30:00+00:00,4.34,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,gage_height_ft,2015-11-29T02:45:00+00:00,4.34,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,gage_height_ft,2015-11-29T03:00:00+00:00,4.34,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,gage_height_ft,2015-11-29T03:15:00+00:00,4.34,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,gage_height_ft,2015-11-29T03:30:00+00:00,4.34,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,gage_height_ft,2015-11-29T03:45:00+00:00,4.34,Approved
08195000,"Frio Rv at Concan, TX",DJF2016,2015-16 El Nino,gage_height_ft,2015-11-29T04:15:00+00:00,4.34,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,discharge_cfs,2023-10-06T09:05:00+00:00,41.2,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,discharge_cfs,2023-10-06T09:25:00+00:00,41.2,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,discharge_cfs,2023-10-06T10:40:00+00:00,41.2,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,discharge_cfs,2023-10-06T10:55:00+00:00,41.1,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,discharge_cfs,2023-10-06T11:00:00+00:00,41.1,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,discharge_cfs,2023-10-06T11:35:00+00:00,41.0,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,discharge_cfs,2023-10-06T12:25:00+00:00,40.8,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,discharge_cfs,2023-10-06T12:30:00+00:00,40.8,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,discharge_cfs,2023-10-06T12:45:00+00:00,40.8,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,discharge_cfs,2023-10-06T12:55:00+00:00,40.7,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,gage_height_ft,2023-11-23T22:15:00+00:00,3.47,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,gage_height_ft,2023-11-23T04:20:00+00:00,3.46,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,gage_height_ft,2023-11-23T05:05:00+00:00,3.46,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,gage_height_ft,2023-11-23T06:00:00+00:00,3.46,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,gage_height_ft,2023-11-23T06:50:00+00:00,3.46,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,gage_height_ft,2023-11-23T07:10:00+00:00,3.46,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,gage_height_ft,2023-11-23T07:35:00+00:00,3.46,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,gage_height_ft,2023-11-23T08:30:00+00:00,3.46,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,gage_height_ft,2023-11-23T08:40:00+00:00,3.46,Approved
08195000,"Frio Rv at Concan, TX",DJF2024,2023-24 El Nino,gage_height_ft,2023-11-23T08:45:00+00:00,3.46,Approved
